Domain	Phylum	Class	Order	Family	Genus	Species	is_ethanol_resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9699	GGB9699_SGB15216	Non ethanol-resistant
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB4588	GGB4588_SGB6347	Ethanol-resistant
Bacteria	Bacillota	CFGB2889	OFGB2889	FGB2889	GGB9197	GGB9197_SGB14136	Non ethanol-resistant
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB4605	GGB4605_SGB6378	Ethanol-resistant
Bacteria	Bacillota	CFGB2932	OFGB2932	FGB2932	GGB9261	GGB9261_SGB14209	Ethanol-resistant
Bacteria	Bacillota	CFGB10477	OFGB10477	FGB10477	GGB9345	GGB9345_SGB14311	Ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_indistinctus	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Kineothrix	Kineothrix_SGB4886	Ethanol-resistant
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB4566	GGB4566_SGB6305	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridiaceae_unclassified	Clostridiaceae_bacterium_Marseille_Q4149	Uncertain
Bacteria	Bacillota	CFGB2984	OFGB2984	FGB2984	GGB9347	GGB9347_SGB14313	Uncertain
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibacillus	Faecalibacillus_intestinalis	Ethanol-resistant
Bacteria	Bacillota	CFGB45555	OFGB45555	FGB45555	GGB9697	GGB9697_SGB15213	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_glucerasea	Ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Paratractidigestivibacter	Paratractidigestivibacter_faecalis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	GGB3722	GGB3722_SGB5050	Ethanol-resistant
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	GGB9819	GGB9819_SGB15460	Non ethanol-resistant
Bacteria	Bacillota	CFGB1473	OFGB1473	FGB1473	GGB3730	GGB3730_SGB5060	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9708	GGB9708_SGB15234	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_unclassified	GGB9759	GGB9759_SGB15370	Ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas_virosa	Ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	GGB9423	GGB9423_SGB14792	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_finegoldii	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9608	GGB9608_SGB15041	Uncertain
Bacteria	Bacillota	CFGB3023	OFGB3023	FGB3023	GGB9502	GGB9502_SGB14899	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9602	GGB9602_SGB15028	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3627	GGB3627_SGB4906	Uncertain
Bacteria	Bacteroidota	CFGB602	OFGB602	FGB602	GGB1420	GGB1420_SGB1957	Uncertain
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter_cinaedi	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9602	GGB9602_SGB15031	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	Coprococcus_eutactus	Uncertain
Bacteria	Bacillota	CFGB9272	OFGB9272	FGB9272	GGB9296	GGB9296_SGB14253	Only ethanol treated samples
Bacteria	Bacillota	CFGB4605	OFGB4605	FGB4605	GGB13404	GGB13404_SGB14252	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9640	GGB9640_SGB15115	Ethanol-resistant
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis_vadensis	Uncertain
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia_piriformis	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_plebeius	Ethanol-resistant
Bacteria	Bacillota	CFGB2960	OFGB2960	FGB2960	GGB9302	GGB9302_SGB14263	Uncertain
Bacteria	Bacillota	CFGB79237	OFGB79237	FGB79237	GGB9061	GGB9061_SGB13979	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9614	GGB9614_SGB15049	Non ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia_isoflavoniconvertens	Non ethanol-resistant
Bacteria	Bacillota	CFGB79363	OFGB79363	FGB79363	GGB9288	GGB9288_SGB14243	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_schinkii	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Hydrogenoanaerobacterium	Hydrogenoanaerobacterium_SGB53821	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_bacterium_CLA_AA_H215	Ethanol-resistant
Bacteria	Bacillota	CFGB1226	OFGB1226	FGB1226	GGB2998	GGB2998_SGB3988	Ethanol-resistant
Bacteria	Bacillota	CFGB2954	OFGB2954	FGB2954	GGB9297	GGB9297_SGB14255	Non ethanol-resistant
Bacteria	Bacillota	CFGB3062	OFGB3062	FGB3062	GGB9747	GGB9747_SGB15356	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3474	GGB3474_SGB4637	Ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_senegalensis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_unclassified	Gemmiger	Gemmiger_SGB15295	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB33469	GGB33469_SGB15237	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Jingyaoa	Jingyaoa_shaoxingensis	Uncertain
Bacteria	Bacillota	CFGB10021	OFGB10021	FGB10021	GGB9258	GGB9258_SGB14205	Non ethanol-resistant
Bacteria	Bacillota	CFGB10314	OFGB10314	FGB10314	GGB4703	GGB4703_SGB6510	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Sanguibacteroides	Sanguibacteroides_justesenii	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_ihumii	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_bacterium_AM48_27BH	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_unclassified	GGB9760	GGB9760_SGB15373	Ethanol-resistant
Bacteria	Bacillota	CFGB2952	OFGB2952	FGB2952	GGB9293	GGB9293_SGB14250	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_unclassified	Colidextribacter	Colidextribacter_sp_210702_DFI_3_9	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9627	GGB9627_SGB15081	Uncertain
Bacteria	Verrucomicrobia	CFGB2165	OFGB2165	FGB2165	GGB6133	GGB6133_SGB8780	Uncertain
Bacteria	Bacillota	CFGB79291	OFGB79291	FGB79291	GGB9522	GGB9522_SGB14921	Ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella_tanakaei	Non ethanol-resistant
Bacteria	Bacillota	CFGB3072	OFGB3072	FGB3072	GGB9787	GGB9787_SGB15410	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9708	GGB9708_SGB15233	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_SGB4750	Ethanol-resistant
Bacteria	Bacillota	CFGB9120	OFGB9120	FGB9120	GGB4642	GGB4642_SGB6422	Ethanol-resistant
Bacteria	Bacillota	CFGB45503	OFGB45503	FGB45503	GGB9790	GGB9790_SGB15413	Non ethanol-resistant
Bacteria	Bacillota	CFGB58251	OFGB58251	FGB58251	GGB9762	GGB9762_SGB15377	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_goldsteinii	Non ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	GGB9365	GGB9365_SGB14341	Non ethanol-resistant
Bacteria	Bacillota	CFGB2949	OFGB2949	FGB2949	GGB9290	GGB9290_SGB14247	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_cellulosilyticus	Non ethanol-resistant
Bacteria	Bacillota	CFGB2834	OFGB2834	FGB2834	GGB9062	GGB9062_SGB13981	Uncertain
Bacteria	Bacillota	CFGB79244	OFGB79244	FGB79244	GGB3325	GGB3325_SGB4402	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_bacterium_OF09_6	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridiaceae_unclassified	Clostridiaceae_bacterium_Marseille_Q4145	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9619	GGB9619_SGB15066	Non ethanol-resistant
Bacteria	Bacillota	CFGB1262	OFGB1262	FGB1262	GGB3061	GGB3061_SGB4063	Ethanol-resistant
Bacteria	Bacillota	CFGB3048	OFGB3048	FGB3048	GGB9559	GGB9559_SGB14969	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9618	GGB9618_SGB15065	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_unclassified	Oscillospiraceae_bacterium_Marseille_Q3528	Ethanol-resistant
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	GGB6649	GGB6649_SGB9391	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_unclassified	Intestinimonas	Intestinimonas_sp_MSJ_38	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_Family_XIII_Incertae_Sedis	GGB2977	GGB2977_SGB3959	Only ethanol treated samples
Bacteria	Bacillota	CFGB3072	OFGB3072	FGB3072	GGB9781	GGB9781_SGB15402	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_AF12_28	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter_butyricigenes	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium_sp_AF16_48	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB34228	GGB34228_SGB72916	Non ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	GGB51959	GGB51959_SGB72479	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB13493	GGB13493_SGB15238	Ethanol-resistant
Bacteria	Bacillota	CFGB1211	OFGB1211	FGB1211	GGB2970	GGB2970_SGB3952	Uncertain
Bacteria	Bacillota	CFGB3069	OFGB3069	FGB3069	GGB9767	GGB9767_SGB15385	Ethanol-resistant
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	Merdibacter_massiliensis	Ethanol-resistant
Bacteria	Bacillota	CFGB3072	OFGB3072	FGB3072	GGB9788	GGB9788_SGB15411	Uncertain
Bacteria	Bacillota	CFGB1226	OFGB1226	FGB1226	GGB58485	GGB58485_SGB80143	Ethanol-resistant
Bacteria	Bacillota	CFGB52309	OFGB52309	FGB52309	GGB53380	GGB53380_SGB74412	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_unclassified	GGB9760	GGB9760_SGB15374	Non ethanol-resistant
Bacteria	Bacillota	CFGB78645	OFGB78645	FGB78645	GGB33539	GGB33539_SGB53381	Uncertain
Bacteria	Bacillota	CFGB1011	OFGB1011	FGB1011	GGB2653	GGB2653_SGB3574	Uncertain
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis_lenta	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3619	GGB3619_SGB4894	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Yeguiaceae	Yeguia	Yeguia_hominis	Uncertain
Bacteria	Bacillota	CFGB38642	OFGB38642	FGB38642	GGB9758	GGB9758_SGB15368	Ethanol-resistant
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB4571	GGB4571_SGB6317	Ethanol-resistant
Bacteria	Bacillota	CFGB77220	OFGB77220	FGB77220	GGB4774	GGB4774_SGB6609	Non ethanol-resistant
Bacteria	Bacillota	CFGB3072	OFGB3072	FGB3072	GGB9784	GGB9784_SGB15407	Non ethanol-resistant
Bacteria	Bacillota	CFGB2834	OFGB2834	FGB2834	GGB9064	GGB9064_SGB13983	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus_rubiinfantis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3593	GGB3593_SGB4817	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Cuneatibacter	Cuneatibacter_sp_NSJ_177	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Fournierella	Fournierella_massiliensis	Uncertain
Bacteria	Bacillota	CFGB2881	OFGB2881	FGB2881	GGB9189	GGB9189_SGB14128	Non ethanol-resistant
Bacteria	Bacillota	CFGB1374	OFGB1374	FGB1374	GGB3353	GGB3353_SGB4437	Ethanol-resistant
Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	GGB52930	GGB52930_SGB73859	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Anaerotignum	Anaerotignum_sp_MSJ_24	Ethanol-resistant
Bacteria	Bacillota	CFGB3022	OFGB3022	FGB3022	GGB9499	GGB9499_SGB72735	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Lawsonibacter	Lawsonibacter_hominis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Anaerosacchariphilus	Anaerosacchariphilus_sp_NSJ_68	Uncertain
Bacteria	Bacillota	CFGB3070	OFGB3070	FGB3070	GGB9775	GGB9775_SGB15395	Non ethanol-resistant
Bacteria	Bacillota	CFGB3069	OFGB3069	FGB3069	GGB9767	GGB9767_SGB15384	Ethanol-resistant
Bacteria	Bacillota	CFGB77202	OFGB77202	FGB77202	GGB34900	GGB34900_SGB14891	Uncertain
Bacteria	Bacillota	CFGB38642	OFGB38642	FGB38642	GGB9766	GGB9766_SGB15383	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_bacterium_OM04_12BH	Ethanol-resistant
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis_sp_Marseille_Q1083	Non ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	GGB45432	GGB45432_SGB63101	Non ethanol-resistant
Bacteria	Bacillota	CFGB3004	OFGB3004	FGB3004	GGB58158	GGB58158_SGB79798	Non ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia_SGB14781	Non ethanol-resistant
Bacteria	Bacillota	CFGB1359	OFGB1359	FGB1359	GGB3321	GGB3321_SGB4394	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9611	GGB9611_SGB15045	Non ethanol-resistant
Bacteria	Bacillota	CFGB38642	OFGB38642	FGB38642	GGB9765	GGB9765_SGB15382	Uncertain
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	Coprobacter_secundus	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Candidatus_Borkfalkiales	Candidatus_Borkfalkiaceae	GGB9101	GGB9101_SGB14033	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter_hominis	Non ethanol-resistant
Bacteria	Bacillota	CFGB2834	OFGB2834	FGB2834	GGB9063	GGB9063_SGB13982	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9237	GGB9237_SGB14179	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter_sp_PC13	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_unclassified	Eubacteriales_unclassified	Eubacteriales_bacterium	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter_sp_NSJ_151	Ethanol-resistant
Bacteria	Bacillota	CFGB2997	OFGB2997	FGB2997	GGB9444	GGB9444_SGB14834	Non ethanol-resistant
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibacillus	Faecalibacillus_faecis	Only ethanol treated samples
Bacteria	Bacillota	CFGB1126	OFGB1126	FGB1126	GGB2848	GGB2848_SGB3813	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Diplocloster	Diplocloster_agilis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Youxingia	Youxingia_wuxianensis	Uncertain
Bacteria	Bacillota	CFGB3054	OFGB3054	FGB3054	GGB33512	GGB33512_SGB15203	Non ethanol-resistant
Bacteria	Bacillota	CFGB1347	OFGB1347	FGB1347	GGB3287	GGB3287_SGB4341	Only ethanol treated samples
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella_SGB14754	Non ethanol-resistant
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Traorella	Traorella_massiliensis	Non ethanol-resistant
Bacteria	Bacillota	CFGB30328	OFGB30328	FGB30328	GGB52106	GGB52106_SGB72838	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_hydrogenotrophica	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_Marseille_P3244	Only ethanol treated samples
Bacteria	Bacillota	CFGB2930	OFGB2930	FGB2930	GGB9253	GGB9253_SGB14199	Only ethanol treated samples
Bacteria	Bacillota	CFGB3069	OFGB3069	FGB3069	GGB9770	GGB9770_SGB15390	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Feifaniaceae	Feifania	Feifania_hominis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	GGB9575	GGB9575_SGB14988	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnotalea	Lachnotalea_sp_AF33_28	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	GGB35068	GGB35068_SGB47850	Uncertain
Bacteria	Bacillota	CFGB9119	OFGB9119	FGB9119	GGB4651	GGB4651_SGB6438	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_unclassified	Eubacterium_siraeum	Uncertain
Bacteria	Bacillota	CFGB2957	OFGB2957	FGB2957	GGB9299	GGB9299_SGB14259	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Congzhengia	Congzhengia_minquanensis	Ethanol-resistant
Bacteria	Bacillota	CFGB2839	OFGB2839	FGB2839	GGB9089	GGB9089_SGB14018	Only ethanol treated samples
Bacteria	Bacillota	CFGB3072	OFGB3072	FGB3072	GGB9786	GGB9786_SGB15409	Non ethanol-resistant
Bacteria	Bacillota	CFGB2959	OFGB2959	FGB2959	GGB9301	GGB9301_SGB14262	Only ethanol treated samples
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_faecalis	Non ethanol-resistant
Bacteria	Bacillota	CFGB3071	OFGB3071	FGB3071	GGB9778	GGB9778_SGB15398	Non ethanol-resistant
Bacteria	Bacillota	CFGB1227	OFGB1227	FGB1227	GGB3005	GGB3005_SGB3996	Non ethanol-resistant
Bacteria	Bacillota	CFGB1311	OFGB1311	FGB1311	GGB3140	GGB3140_SGB4153	Only ethanol treated samples
Bacteria	Bacillota	Clostridia	Candidatus_Borkfalkiales	Candidatus_Borkfalkiaceae	Candidatus_Borkfalkia	Candidatus_Borkfalkia_ceftriaxoniphila	Non ethanol-resistant
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB4603	GGB4603_SGB6367	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Massiliimalia	Massiliimalia_massiliensis	Only ethanol treated samples
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia_SGB17154	Only ethanol treated samples
Bacteria	Bacillota	CFGB9238	OFGB9238	FGB9238	GGB74463	GGB74463_SGB54347	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_bouchesdurhonensis	Non ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	Non ethanol-resistant
Bacteria	Bacillota	CFGB9714	OFGB9714	FGB9714	GGB9711	GGB9711_SGB15240	Non ethanol-resistant
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella_pneumoniae	Uncertain
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB4596	GGB4596_SGB6358	Ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Raoultibacter	Raoultibacter_timonensis	Non ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter_massiliensis	Non ethanol-resistant
Bacteria	Bacillota	CFGB3048	OFGB3048	FGB3048	GGB9559	GGB9559_SGB14968	Uncertain
Bacteria	Bacillota	CFGB2982	OFGB2982	FGB2982	GGB9342	GGB9342_SGB14306	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_unclassified	Intestinimonas	Intestinimonas_gabonensis	Non ethanol-resistant
Bacteria	Bacillota	CFGB3072	OFGB3072	FGB3072	GGB45491	GGB45491_SGB63163	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_AM29_11AC	Uncertain
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB4579	GGB4579_SGB6329	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_Family_XIII_Incertae_Sedis	Lentihominibacter	Lentihominibacter_SGB71368	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_unclassified	Intestinimonas	Intestinimonas_butyriciproducens	Non ethanol-resistant
Bacteria	Bacillota	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	GGB52002	GGB52002_SGB72669	Non ethanol-resistant
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella_oxytoca	Non ethanol-resistant
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB4593	GGB4593_SGB6353	Uncertain
Bacteria	Bacillota	CFGB2950	OFGB2950	FGB2950	GGB9291	GGB9291_SGB14248	Non ethanol-resistant
Bacteria	Bacillota	CFGB13532	OFGB13532	FGB13532	GGB13532	GGB13532_SGB14832	Non ethanol-resistant
Bacteria	Bacillota	CFGB3038	OFGB3038	FGB3038	GGB9537	GGB9537_SGB14940	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter_massiliensis	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Christensenellaceae	Luoshenia	Luoshenia_tenuis	Non ethanol-resistant
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter_portucalensis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_SGB6177	Ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	Segatella_sinensis	Uncertain
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	Segatella_brunsvicensis	Ethanol-resistant
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter_sp_Res13_Sevr_PEB04_36	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_disporicum	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Bianqueaceae	Bianquea	Bianquea_renquensis	Non ethanol-resistant
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella_biformis	Ethanol-resistant
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_jejuni	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_celatum	Only ethanol treated samples
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB4604	GGB4604_SGB6371	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9724	GGB9724_SGB15278	Non ethanol-resistant
Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	GGB4266	GGB4266_SGB5809	Uncertain
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_acidophilus	Uncertain
